0,198,0.2839818475958287
0,134,0.7228748841928386
0,195,0.167638365374017
0,2,0.6380995586453777
0,41,0.2365195744191656
0,42,0.7283085153842901
0,165,0.8650158162282553
0,68,0.6346726899833357
0,188,0.4720911651256925
0,184,0.20600162064384808
0,50,0.8932080769670118
1,121,0.5861544061318992
1,63,0.030149348095775186
1,124,0.2970583936473111
1,140,0.12499540260800202
1,43,0.148368753510553
1,95,0.6268411750307419
1,66,0.20109730994885944
2,78,0.41564013028185176
2,101,0.34113576932991474
2,178,0.1107310264169481
2,1,0.6810505786586776
2,76,0.29013071615020203
2,103,0.47056022162234945
2,94,0.006895758010126429
2,176,0.3993367159345611
2,185,0.40005449003509097
2,173,0.42649208147111317
2,4,0.21176936079814723
3,60,0.25908168910707063
3,84,0.624752994204477
3,181,0.3632669638618581
3,113,0.5017391356425382
3,65,0.6790582779179398
3,171,0.5614207432954169
3,103,0.908230334706815
3,154,0.34516303120231207
3,170,0.4078208729584225
3,29,0.3435111208331171
3,106,0.36296474765603026
4,61,0.9564014283220301
4,176,0.7311242416903468
4,160,0.2257811285351652
4,44,0.10922450172583098
4,181,0.24064547085489896
4,179,0.9659463798209761
4,34,0.04982033171943956
4,178,0.16675012794392707
4,184,0.782388191466367
4,55,0.33203703285281483
4,25,0.03600130621422504
4,141,0.3745847907377061
4,20,0.1825940879530349
5,91,0.9053107488155403
5,117,0.5663971459827009
5,26,0.8281923289061058
5,95,0.6422688095982796
5,54,0.9969478699139355
5,21,0.8694602906370423
5,36,0.6013662086553133
6,194,0.29633275684400084
6,58,0.7974530059720961
6,16,0.9922165442684072
6,86,0.055604693907486014
6,11,0.37167872526304213
6,48,0.8551707400239137
6,115,0.35257185542648883
6,109,0.5027051154734797
6,116,0.6708558114573653
6,55,0.7993647115508663
6,105,0.43045992570536795
6,23,0.7126460267584376
6,140,0.41437259825838435
6,29,0.8067975895028037
7,127,0.9782819427987983
7,187,0.13899259002409647
7,136,0.6487590942256635
7,166,0.3353452520136462
7,198,0.753716116744008
7,3,0.9180699045972016
7,67,0.44590491053813497
7,32,0.6800689600557462
7,170,0.4576959393244384
7,82,0.4579219837558193
8,0,0.8024401879054903
8,125,0.6670283118679586
8,87,0.2903327313114542
8,92,0.6612053099638595
8,155,0.673922990822497
8,15,0.17026953992615645
8,111,0.009500105469126496
8,123,0.17787432818144455
8,118,0.25997950125616154
8,161,0.2837246909763367
9,182,0.3152891571635421
9,94,0.5958660059296803
9,66,0.09876600335820462
9,163,0.4492555472364288
9,26,0.013179579097395644
10,84,0.8490657118601853
10,111,0.09280112576760702
10,137,0.7499564126909208
10,154,0.06419487471119534
10,116,0.051691888851047585
10,19,0.3208533545919614
10,113,0.31748260381015836
10,64,0.2466025703177105
11,7,0.4727154826695632
11,59,0.4828710443729507
11,41,0.12505263469292371
11,158,0.5193277125785564
11,28,0.7294807878279282
11,180,0.16179030451392495
11,33,0.7776346229419763
11,10,0.5466262982303531
11,34,0.5993208080554526
11,91,0.9250482412130908
12,93,0.6251444440771518
12,90,0.44851436710478854
12,9,0.004346685720716503
12,83,0.07455412525083538
12,69,0.8262618076196252
12,25,0.2734764046712598
13,1,0.132142664258169
13,91,0.3184357883843857
13,142,0.7920612905439132
13,49,0.0009580856010579231
13,40,0.0817039130340329
13,19,0.5236131861521434
13,10,0.6933462569710884
13,3,0.9320721556208679
13,16,0.45114765701207404
13,192,0.5246025290896631
14,91,0.9659355676545262
14,136,0.4554533187995671
14,78,0.178353283107899
14,108,0.35046840724955575
14,98,0.8412864876926683
14,59,0.0010344609016108564
14,42,0.20314035114249107
14,180,0.8460658275524162
14,149,0.11839157927031074
14,57,0.9449188373258932
14,181,0.6105612232966948
15,12,0.6961537325916475
15,57,0.4840194029106327
15,1,0.3257371448665298
15,182,0.8516338825897668
15,13,0.4497125060941831
15,178,0.23524140234059887
15,168,0.6864525310358434
15,151,0.07370533150168701
15,142,0.9504873993656476
15,115,0.5483382183789304
16,168,0.9677836111229221
16,78,0.892599638568525
16,166,0.9494646359539315
16,26,0.18886784766178388
16,163,0.34370089748196
16,195,0.17904546813771427
16,177,0.5542253864208958
16,36,0.49405594903190986
16,58,0.30859207210193695
16,103,0.3907283741301403
16,46,0.3656159354214731
17,46,0.17055787497118813
17,42,0.6815220469819967
17,93,0.8580755882287938
17,61,0.8063353635199093
17,130,0.2844296688508421
17,156,0.909084282479938
17,174,0.9518985906681366
17,55,0.32882966389229085
18,159,0.9691550149293281
18,20,0.4232002990011442
18,100,0.039355192842983056
18,87,0.49434554854529167
18,141,0.8338092045911679
18,178,0.4945492616079773
18,16,0.8425539912668234
19,46,0.35500282985520815
19,79,0.8471764962363582
19,192,0.9857944309278904
19,24,0.7680470142188496
19,158,0.04681626336516109
19,3,0.35427644771855615
19,35,0.3611769520698288
19,122,0.9859945538266638
19,155,0.7415143157520744
20,50,0.40115908597809546
20,96,0.6159989523480975
20,76,0.12604534944854573
20,35,0.7508448199433103
20,182,0.9138935891669308
20,0,0.048625118459547756
20,12,0.0028033922275992884
20,98,0.8807378648387247
20,136,0.9228591259504954
21,96,0.3418988399962283
21,48,0.3972300193532884
21,17,0.8814763986644832
21,46,0.7108380049317226
21,176,0.17271986275797546
21,150,0.7852388186179553
21,77,0.7087852631484906
21,101,0.21719608237913035
21,70,0.469214956465017
21,98,0.31647321902043823
21,147,0.01497528387274405
21,155,0.44182559539869815
22,25,0.664195948484241
22,198,0.3414556538520438
22,46,0.03690420315913878
22,44,0.11265550655567136
22,181,0.08769787528274886
22,79,0.5000214046457225
22,156,0.43135175494331635
22,48,0.5451859678258815
22,134,0.5991032154033353
22,143,0.4559016410468071
22,114,0.26234087550778373
23,76,0.810189281773535
23,41,0.3622048142473525
23,160,0.43170005187772653
23,165,0.31022039432484594
23,71,0.903649939641945
23,186,0.4612429079487008
23,192,0.18286732635842662
23,32,0.5134607610555759
23,180,0.8305949708862116
23,162,0.9572399478537325
23,164,0.4726820986369561
23,112,0.22176352461015292
23,181,0.7062287223159766
23,158,0.3857962989784508
24,101,0.8126140664926076
24,91,0.02302104453245246
24,31,0.46491201325767284
24,32,0.6494773734583964
24,163,0.04952640070581382
24,76,0.9754038423467226
24,161,0.549819036285214
24,65,0.44125532812950585
24,171,0.4799084728563683
24,198,0.6847355375067156
24,174,0.5506039140456833
24,133,0.34037249537450887
24,34,0.18142381867860158
25,110,0.2606050005973587
25,188,0.7042904858012122
25,146,0.04249935069757338
25,128,0.8346387581132431
25,93,0.9508195929280439
25,2,0.9791741263076037
25,34,0.6933168475717774
25,63,0.6675604872581669
25,42,0.5962046569794387
25,7,0.9020686827397427
25,198,0.9170070316596813
26,130,0.04255998403251082
26,136,0.1814234782056875
26,167,0.15861854777391482
26,99,0.42503669957772794
26,41,0.6826991639011752
26,106,0.6092472746113806
26,161,0.9019631222434512
27,95,0.998787288106058
27,143,0.13562847607772588
27,184,0.3831334700326985
27,154,0.1858320608575984
27,188,0.7376881834230163
27,179,0.28176295729252
27,85,0.9628436689026989
27,132,0.856383288576
27,8,0.9330395234442548
27,152,0.5398559604950108
28,40,0.17887598588905007
28,188,0.9338993871471246
28,46,0.6910735225355282
28,1,0.3592390632374155
28,70,0.9383881009656987
28,7,0.1617794129160297
29,145,0.2242267490071913
29,117,0.27682099936839255
29,68,0.6270586996010579
29,89,0.9118626043664856
29,79,0.4752686229788897
29,8,0.8966049413780465
29,13,0.7283458640649796
29,128,0.8994908918402391
29,106,0.6375228154389654
29,181,0.8763207056611374
29,136,0.23755631737805538
29,127,0.6958725525418401
30,170,0.3597515503082066
30,13,0.036781029421128486
30,19,0.6083700335519288
30,29,0.553165233709322
30,64,0.16508408107093542
31,191,0.5949256109691167
31,152,0.8437381180179808
31,11,0.4805791393575404
31,177,0.5617698376520279
31,196,0.6656348514378144
31,24,0.5682110930972089
31,117,0.6420610556020143
31,39,0.8994351555872664
31,171,0.561255297164669
31,73,0.9047014700500612
31,178,0.1614160969226045
32,166,0.32110874289683966
32,61,0.6640529970402086
32,11,0.358084537202485
32,96,0.4788016605776332
32,48,0.06427633944743771
32,128,0.8440764561699683
32,198,0.8429984803961472
32,8,0.795685241714653
32,63,0.7852921199872029
32,171,0.969171521100464
32,133,0.04463069731689617
32,134,0.8093540034785225
32,169,0.5389112921973349
33,51,0.7537700643801138
33,97,0.056307227398432524
33,28,0.032050769309706184
33,167,0.6331427258395569
33,4,0.14053132135323043
33,85,0.6084935607123898
33,78,0.19563324198105647
34,180,0.9361485439196584
34,130,0.9778901164981769
34,107,0.2554886411013725
34,47,0.3024268442757625
34,176,0.935616333029289
34,175,0.32972627078137595
34,71,0.33344889744639905
34,48,0.17621724950784823
34,102,0.31374965106986585
34,64,0.5181687142444841
35,41,0.08879135770274538
35,25,0.6960022163279428
35,199,0.2342644402564289
35,164,0.1883579201700072
35,96,0.10734115819837686
35,142,0.059145464468714715
35,157,0.7344910626266475
35,52,0.41895042859483156
36,28,0.5604771512665769
36,107,0.6767967762720599
36,134,0.49723604223032025
36,150,0.9440672610984976
36,56,0.5256530083225871
